%FE,emulsion_temp,emulsion_pr,rod_quench_cw_exit,casting_wheel_rpm,rod_quench_cw_entry,rm_motor_cooling_water_pressure ,rolling_mill_amp,cool_water_flow,cooling_water_pressure,cooling_water_temp,rolling_mill_rpm,Grade_encoded,UTS,elongation,Conductivity,Grade
0.15,60.3999939,2.075780869,14.27816775,1.899755836,208.7953152,1.866285324,331.8725586,117.2423706,3.226597408234264,36.14815764427018,716.874198592495,2,9.7,15.1,62.0,WE10
0.15,60.3999939,2.075780869,14.27816775,1.899755836,208.7953152,1.866285324,331.8725586,117.2423706,3.585513005148972,34.8616801928467,723.3888336386464,2,10.2,13.8,61.9,WE10
0.15,60.42744446,2.093193054,14.35411207,1.900158644,208.441311,1.851119995,325.8935547,117.2960815,4.264809979899528,37.11298337357636,825.5424630082771,2,9.7,16.8,62.0,WE10
0.15,60.26644897,2.107070923,14.31513855,1.901165724,208.1030743,1.853149414,324.9853516,117.3086548,3.623507143624055,41.24508180899947,751.886313860778,2,9.7,18.0,61.9,WE10
0.15,60.26644897,2.107070923,14.31513855,1.901165724,208.1030743,1.853149414,324.9853516,117.3086548,3.3059247358097408,36.88427871634742,910.84630632193,2,9.9,20.7,62.0,WE10
0.15,60.26644897,2.107070923,14.31513855,1.901165724,208.1030743,1.853149414,324.9853516,117.3086548,3.962835493757509,37.73402183387985,745.4294415080155,2,10.0,18.8,61.8,WE10
0.15,60.13684082,2.085796356,14.31094238,1.901568651,208.2663434,1.851345062,300.3881836,117.1793823,4.003541096749434,38.34505725204056,722.4593763539282,2,9.6,17.9,62.0,WE10
0.15,60.13684082,2.085796356,14.31094238,1.901568651,208.2663434,1.851345062,300.3881836,117.1793823,3.5035844657762687,37.46384659887551,776.4587314782476,2,9.5,19.3,62.0,WE10
0.15,60.10844421,2.07034874,14.36396671,1.904388428,207.720587,1.87959671,317.4169922,117.1714478,3.9005404712701055,37.74203366086634,767.1131327480317,2,9.9,18.4,61.8,WE10
0.15,60.10844421,2.07034874,14.36396671,1.904388428,207.720587,1.87959671,317.4169922,117.1714478,3.6407669773293776,38.43174084901848,791.1131551115299,2,10.0,17.1,61.8,WE10
0.14,60.0809021,2.066093445,14.40662777,1.900360107,208.3151716,1.870044708,293.8793945,117.2582397,3.875863347290802,38.31688502741888,744.0961685283821,2,9.7,17.1,62.0,WE10
0.15,60.0809021,2.066093445,14.40662777,1.900360107,208.3151716,1.870044708,293.8793945,117.2582397,4.106968183916006,41.06956618383921,835.4221308491564,2,9.7,19.7,62.0,WE10
0.15,60.0809021,2.066093445,14.40662777,1.900360107,208.3151716,1.870044708,293.8793945,117.2582397,4.0381640195379855,39.698140230714856,933.87,2,9.8,16.0,62.0,WE10
0.14,60.08226013,2.060316086,14.44378931,1.900561571,208.7327541,1.871932983,264.9682617,117.2492676,4.152603866364017,39.33396692968253,768.5841890648995,2,9.7,17.6,62.0,WE10
0.15,60.09742737,2.083303452,14.45946137,1.903381348,208.5013289,1.863866806,267.6928711,117.1081543,4.280789718055408,37.99677956207572,714.2654731752611,2,9.7,14.0,62.0,WE10
0.15,60.09742737,2.083303452,14.45946137,1.903381348,208.5013289,1.863866806,267.6928711,117.1081543,3.283111152786112,39.25655692043826,832.6206335121348,2,9.7,16.2,62.0,WE10
0.14,60.04803467,2.07767868,14.47793087,1.901568651,207.5715594,1.867780685,300.0854492,117.0644531,3.885160958276701,34.40552961257734,855.562634378638,2,9.7,16.7,62.0,WE10
0.14,60.0269165,2.061779022,14.47208167,1.901769996,208.0191509,1.876428604,262.0166016,117.1026611,3.80696283969949,37.3796761923372,782.0399631888183,2,9.7,18.9,62.0,WE10
0.14,59.9907074,2.063648224,14.5130579,1.903582811,208.7037624,1.856573105,285.6298828,117.0944214,3.127161796568265,37.51053012087027,793.6349887705359,2,9.7,15.9,62.0,WE10
0.15,59.9907074,2.063648224,14.5130579,1.903582811,208.7037624,1.856573105,285.6298828,117.0944214,4.069841455296542,41.84657469987204,814.9124535929412,2,9.6,17.1,62.0,WE10
0.15,59.9907074,2.063648224,14.5130579,1.903582811,208.7037624,1.856573105,285.6298828,117.0944214,3.914943358837456,37.27633162178178,881.1526238883575,2,9.6,18.0,62.0,WE10
0.15,59.9907074,2.063648224,14.5130579,1.903582811,208.7037624,1.856573105,285.6298828,117.0944214,3.6393723496011305,35.159112186926215,838.5437142163313,2,9.6,15.7,62.0,WE10
0.14,60.01704407,2.061693192,14.52269002,1.901165724,209.1172758,1.862468719,281.0888672,117.1002808,3.457521380097839,39.681509924570186,872.6298912185115,2,9.8,20.1,62.0,WE10
0.14,59.99351501,2.069299698,14.57002409,1.900561571,208.0486512,1.851493835,276.5478516,117.0522461,3.8043767501747423,37.53799169354602,751.4382742738555,2,9.8,19.7,62.0,WE10
0.14,60.04508972,2.07818985,14.54367087,1.898950219,208.4397851,1.863203049,284.6459961,117.1211548,4.45,39.31357145961961,818.6852483831472,2,9.7,15.7,62.0,WE10
0.14,59.95800781,2.068822861,14.59955622,1.902374268,207.8874166,1.856468201,297.0581055,117.6907349,4.009642013276064,37.31311686321347,832.513465964759,2,9.5,21.0,62.0,WE10
0.14,59.95800781,2.068822861,14.59955622,1.902374268,207.8874166,1.856468201,297.0581055,117.6907349,4.079853328109936,39.63382037132349,811.1637359076663,2,9.3,20.2,62.0,WE10
0.14,59.9349823,2.058013916,14.59084599,1.901769996,208.8685574,1.858192444,312.4975586,117.5560303,3.584162153800076,37.7324126202168,816.082246162708,2,9.7,18.0,62.0,WE10
0.14,59.9349823,2.058013916,14.59084599,1.901769996,208.8685574,1.858192444,312.4975586,117.5560303,3.890009496860047,41.48905706136916,878.8059624100812,2,9.8,20.4,62.0,WE10
0.14,59.88864136,2.069126129,14.59046452,1.899957299,208.3848534,1.861633301,293.5766602,117.6011353,4.40929324581321,37.914329446156586,696.8245527780269,2,9.4,17.3,62.0,WE10
0.14,59.63273621,2.087263107,14.64170866,1.904791236,208.666124,1.875564575,281.6943359,117.7150269,3.476012838272568,36.57892126139528,872.020952069353,2,9.2,21.1,62.0,WE10
0.14,59.63273621,2.087263107,14.64170866,1.904791236,208.666124,1.875564575,281.6943359,117.7150269,3.646970150878142,34.203439835509826,876.5967698909913,2,9.5,18.2,62.0,WE10
0.14,59.63273621,2.087263107,14.64170866,1.904791236,208.666124,1.875564575,281.6943359,117.7150269,4.45,39.09014573207465,840.0475399481809,2,10.0,18.7,62.0,WE10
0.14,60.5867157,2.090015411,14.63798933,1.899957299,210.6406127,1.864013672,298.6474609,117.8139648,3.633173660327599,35.746826754050126,789.992415215173,2,9.7,21.8,62.0,WE10
0.14,59.80715942,2.091995239,14.64377496,2.037927151,208.3339908,1.866161346,258.5351563,117.5599365,3.952860409481228,36.755253718822615,915.3477953470348,2,9.6,19.1,62.0,WE10
0.14,60.1632843,2.053741455,14.65617273,2.037725925,207.8233296,1.872594833,253.3129883,117.6066284,3.688369267159483,35.91991974800792,856.7260435570336,2,9.8,16.0,62.0,WE10
0.14,60.1632843,2.053741455,14.65617273,2.037725925,207.8233296,1.872594833,253.3129883,117.6066284,3.646696602674187,35.61110680132219,811.1504403193211,2,9.2,21.5,62.0,WE10
0.14,60.29856873,2.091028214,14.64956058,2.044372559,208.4336816,1.856300354,256.7944336,117.5827026,3.6965820552467537,34.042465160766696,793.4556815804435,2,9.9,20.4,62.0,WE10
0.14,60.48808289,2.079402924,14.59574152,2.039740086,207.8151916,1.852748871,228.4130859,117.6051025,3.856126418411019,38.701267261700806,814.5660705934508,2,9.9,15.5,61.9,WE10
0.14,60.37431335,2.089767456,14.58747634,2.038128614,207.106166,1.855503082,253.4643555,117.4625854,3.932839356518184,40.711063560745714,798.8380890959447,2,9.6,15.5,62.0,WE10
0.14,60.40440369,2.065166473,14.52618683,2.036114454,207.3899797,1.858299255,268.6767578,117.4172974,4.287125026215257,37.5813479967933,917.605932599782,2,9.1,19.8,62.0,WE10
0.13,60.45373535,2.053422928,14.55482887,2.036718845,207.5812233,1.870317459,274.3530273,117.6206665,4.45,38.068587495425625,825.9179211723921,2,9.7,18.9,61.8,WE10
0.13,60.45373535,2.053422928,14.55482887,2.036718845,207.5812233,1.870317459,274.3530273,117.6206665,3.5791590292980557,36.16059735995883,767.6009890254049,2,10.0,14.4,61.8,WE10
0.14,60.42652893,2.091503143,14.57218575,2.040142775,208.5348983,1.880554199,309.5458984,117.6608887,3.868796063207193,38.3203314806427,802.6530517537825,2,9.5,22.4,62.0,WE10
0.14,60.42015076,2.070644379,14.55174532,2.055248976,207.6173358,1.87821579,251.875,117.689209,3.727680214202645,33.619146928576136,798.799675812832,2,9.9,18.2,62.0,WE10
0.13,60.25143433,2.066968918,14.41203193,2.008117676,207.1651667,1.852794647,322.487793,117.0807495,4.1847278280853,39.03223642045512,716.6953008761294,2,10.1,15.8,61.6,WE10
0.13,60.25143433,2.066968918,14.41203193,2.008117676,207.1651667,1.852794647,322.487793,117.0807495,4.003584377959914,37.48581033066253,840.1912406934185,2,10.2,17.3,61.6,WE10
0.14,60.20303345,2.077032089,14.04435843,2.001471043,202.6373721,1.766189575,316.6601563,114.8013306,3.899526267413179,38.37263106722792,808.4437531681856,2,9.3,16.4,62.0,WE10
0.13,60.20303345,2.077032089,14.04435843,2.001471043,202.6373721,1.766189575,316.6601563,114.8013306,4.263187744989746,41.362915913264295,761.11538593852,2,9.8,14.1,61.6,WE10
0.14,60.20303345,2.077032089,14.04435843,2.001471043,202.6373721,1.766189575,316.6601563,114.8013306,3.37674967757704,36.80061027968894,916.465292871658,2,9.8,15.5,62.0,WE10
0.13,60.20303345,2.077032089,14.04435843,2.001471043,202.6373721,1.766189575,316.6601563,114.8013306,3.783726071049242,36.12076023558438,727.9679628035548,2,9.7,16.5,61.6,WE10
0.14,60.14474487,2.071884155,14.00875456,2.003485203,203.1210761,1.779779434,355.5615234,114.5081787,4.313519058036329,36.66490207620285,807.7246096392099,2,9.8,16.4,62.0,WE10
0.13,60.14653015,2.054443359,14.07811853,2.000866652,202.9237289,1.774745941,274.1259766,114.5394897,4.45,39.16585600180686,819.6724228457406,2,9.7,15.3,61.6,WE10
0.13,60.22753906,2.044799805,14.04159277,1.993011475,203.0676703,1.776233673,274.5800781,114.5303345,3.978300401524733,40.31056014869216,893.1804632299096,2,9.7,16.5,61.6,WE10
0.14,60.22753906,2.044799805,14.04159277,1.993011475,203.0676703,1.776233673,274.5800781,114.5303345,4.208894836738573,38.19912005385578,780.8862990654509,2,9.6,15.3,62.0,WE10
0.13,60.25012207,2.05002594,13.98837771,2.007110596,203.8234895,1.778476715,307.3510742,114.3527222,4.45,36.91443139361534,836.8488649347969,2,9.9,12.0,62.0,WE10
0.15,60.21878052,2.162652969,14.39143255,2.004894972,204.7446124,1.816682816,283.2080078,114.7867432,4.45,37.19934169355507,716.1093197916849,2,9.5,14.0,61.9,WE10
0.15,60.21878052,2.162652969,14.39143255,2.004894972,204.7446124,1.816682816,283.2080078,114.7867432,3.888879245715673,38.71568806060899,812.1084786281747,2,9.2,16.8,61.9,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.883607441125399,39.31160891957242,763.552272251997,2,9.1,14.0,61.5,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.864037861072848,36.47733392140552,874.4095300786321,2,9.2,14.0,61.5,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,4.063698915201879,42.21,860.5208445623289,2,9.2,14.4,61.7,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.5526146117980884,37.70637415682314,784.1448618388065,2,9.2,14.8,61.7,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.9845622304942783,39.68055508268629,820.23246429951,2,9.2,16.8,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.91299141485035,37.84435212169706,829.9801695869105,2,9.1,14.0,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,4.45,34.71539955548635,734.7769256835609,2,8.9,14.8,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,4.248264123473648,36.57542904757252,712.0636458204423,2,8.9,14.8,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.6619462647574768,38.417305257822505,785.4695110529174,2,8.8,18.0,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.6811708962836014,38.80212388907466,770.6592883012594,2,9.3,14.0,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.7716741271930014,39.926891105723215,897.0763496142729,2,9.1,14.0,62.0,WE10
0.16,60.34228516,2.201499939,14.33834464,1.997442603,203.7380402,1.798419952,308.7133789,114.3447266,3.5018138037708115,35.544559884234495,790.5882050027898,2,9.1,12.4,62.0,WE10
0.16,60.24224854,2.103990555,14.95801087,2.014563084,209.2291737,1.860811234,352.0043945,118.0462646,3.2696831161943773,37.701056359381546,859.9206106345293,2,9.2,14.7,62.0,WE10
0.16,60.24224854,2.103990555,14.95801087,2.014563084,209.2291737,1.860811234,352.0043945,118.0462646,3.6809456578382624,39.67937511152986,736.1781370606958,2,9.4,14.5,62.0,WE10
0.15,60.54751587,2.094568253,14.98385546,2.01939702,207.8024759,1.885139465,360.5566406,117.935791,3.744808879449147,36.5859290500868,872.4931219482726,2,10.1,14.1,62.0,WE10
0.15,60.23657227,2.107194901,14.91906914,2.0153687,208.5201481,1.886329651,315.7519531,117.8167114,4.191412700659277,37.54290741697658,873.2170359620617,2,10.0,18.1,62.0,WE10
0.15,60.23657227,2.107194901,14.91906914,2.0153687,208.5201481,1.886329651,315.7519531,117.8167114,3.5095345056044094,36.20200458868116,755.5192311443252,2,10.1,16.9,62.0,WE10
0.16,60.19638062,2.090190887,14.9529246,2.023022413,207.792812,1.857803345,228.7915039,117.7524414,3.488687855816454,36.974611084947846,783.0008017637911,2,9.5,16.9,62.0,WE10
0.16,60.38070679,2.097747803,14.93057682,2.021008253,207.5034034,1.85486412,279.2724609,117.8388672,3.964312078603685,36.707138769730335,733.4684472904543,2,9.4,17.9,62.0,WE10
0.15,60.2671051,2.098745346,14.3475635,1.895727515,200.4253547,1.72281456,321.8066406,114.8319702,4.1329110103868505,39.00443842949741,769.1386837074635,2,10.0,17.5,62.0,WE10
0.16,59.818573,2.095952988,14.4496703,1.896936059,201.5397558,1.739326477,324.6826172,114.0758057,3.869547398781387,37.36728323835744,761.932527219599,2,9.0,15.9,62.0,WE10
0.16,59.818573,2.095952988,14.4496703,1.896936059,201.5397558,1.739326477,324.6826172,114.0758057,4.45,38.31217421443148,778.4534797727872,2,9.1,20.5,61.9,WE10
0.15,59.78121948,2.107093811,14.4734486,1.894519091,201.2020277,1.750862122,270.6445313,114.1939087,3.906034916974235,37.12328307273591,836.456759519033,2,10.2,17.6,62.0,WE10
0.16,60.33595276,2.104377747,14.47977465,1.895928979,200.5504769,1.755477905,271.0229492,114.1585693,3.3552536988012744,40.26935738984812,805.8726884293607,2,9.5,16.1,61.9,WE10
0.16,60.33595276,2.104377747,14.47977465,1.895928979,200.5504769,1.755477905,271.0229492,114.1585693,4.45,37.67615514218349,845.2556571065177,2,9.4,14.8,62.0,WE10
0.15,60.33595276,2.104377747,14.47977465,1.895928979,200.5504769,1.755477905,271.0229492,114.1585693,3.675972910324916,38.84745945112734,740.6280498213789,2,9.7,17.0,62.0,WE10
0.15,60.33595276,2.104377747,14.47977465,1.895928979,200.5504769,1.755477905,271.0229492,114.1585693,4.45,40.40243739930749,805.9818973239641,2,9.8,18.4,62.0,WE10
0.16,60.42382813,2.1106987,14.42770399,1.898345947,200.3928026,1.751684189,269.5849609,113.9504395,3.527696657105623,36.9691025476265,697.7150416186286,2,9.3,18.7,62.0,WE10
0.16,60.42382813,2.1106987,14.42770399,1.898345947,200.3928026,1.751684189,269.5849609,113.9504395,3.604798112246191,38.95931444228126,867.3321238680493,2,9.4,17.0,62.0,WE10
0.15,60.25498962,2.112154007,14.44006998,1.897137403,200.19749,1.745862961,344.2089844,113.9437866,4.45,36.72925919811189,799.8029625520428,2,10.0,15.7,62.0,WE10
0.15,60.16671753,2.105987549,14.44054681,1.898144484,201.074871,1.727725983,319.309082,113.9605103,3.961391543537103,39.66596862682358,866.2708157433138,2,10.0,14.6,62.0,WE10
0.13,60.09762573,2.115364075,14.40993385,1.895123243,200.8937999,1.753463745,299.7070313,113.9909668,3.900889300486404,37.03300615159496,780.8077127230883,2,9.5,16.1,62.0,WE10
0.13,60.09762573,2.115364075,14.40993385,1.895123243,200.8937999,1.753463745,299.7070313,113.9909668,3.33697426103916,40.119883154605226,854.8431005844,2,9.6,17.7,62.0,WE10
0.15,60.07221985,2.112979889,14.45799907,1.896130323,200.2803961,1.759004593,334.7485352,113.942749,3.319777030908733,41.009614910066944,763.5928915968433,2,9.8,16.5,62.0,WE10
0.15,60.07221985,2.112979889,14.45799907,1.896130323,200.2803961,1.759004593,334.7485352,113.942749,3.487072930943675,36.28177559721343,842.8126446286502,2,9.8,17.8,62.0,WE10
0.13,60.06788635,2.127716064,14.47179556,1.893310547,200.4446826,1.753833771,333.3105469,113.9481201,3.309633793894465,34.993129379315825,843.5957220288931,2,9.6,17.3,62.0,WE10
0.15,60.04049683,2.138086319,14.46108262,1.893914819,200.4680794,1.755783081,313.8598633,113.9360352,3.38140310064395,37.9681977833913,817.3936185604908,2,9.8,15.7,62.0,WE10
0.14,60.03112793,2.109436035,14.50803521,1.893310547,200.5021574,1.756275177,264.4384766,113.9502563,4.019173571932089,35.7508890232523,870.876459542324,2,10.0,14.9,62.0,WE10
0.13,60.03112793,2.109436035,14.50803521,1.893310547,200.5021574,1.756275177,264.4384766,113.9502563,3.780860645680088,36.0967364934208,758.5301919642939,2,9.3,16.8,62.0,WE10
0.13,60.03112793,2.109436035,14.50803521,1.893310547,200.5021574,1.756275177,264.4384766,113.9502563,3.827204623354967,36.147469271609,869.8604630191714,2,9.4,15.8,62.0,WE10
0.14,60.09210205,2.153194427,14.48422513,1.894317627,199.4050497,1.767700195,307.1240234,113.9109497,4.095920431720305,41.22164394470958,898.9552601491813,2,9.8,16.4,62.0,WE10
0.14,60.15267944,2.137151718,14.48069653,1.898547411,199.6807253,1.755784988,312.3461914,113.8759766,4.3448241945904185,39.75336345280735,808.3558274673279,2,9.8,14.2,62.0,WE10
0.13,60.15267944,2.137151718,14.48069653,1.898547411,199.6807253,1.755784988,312.3461914,113.8759766,3.971185585225241,35.49645325126999,886.3257684247967,2,9.5,16.3,62.0,WE10
0.13,60.15267944,2.137151718,14.48069653,1.898547411,199.6807253,1.755784988,312.3461914,113.8759766,3.7833878218307024,38.72288862684629,801.6889286147144,2,9.6,15.4,62.0,WE10
0.13,60.08605957,2.121843338,14.48282641,1.899353027,201.4599014,1.765806198,272.0825195,113.9160767,3.7533045734849257,37.80471093681653,842.715309826939,2,9.5,16.3,62.06,WE10
0.14,60.129776,2.144002914,14.46759939,1.896331787,200.362285,1.761789322,271.628418,114.0059814,3.7472015990039855,37.71883225441525,854.8704765470147,2,9.7,13.7,62.0,WE10
0.14,60.129776,2.144002914,14.46759939,1.896331787,200.362285,1.761789322,271.628418,114.0059814,3.863854012402891,39.322140907619165,760.541744680654,2,10.0,13.6,62.0,WE10
0.14,60.06213379,2.152397156,14.49827594,1.893713355,200.4095873,1.756307602,305.15625,113.9824219,4.333778204770855,38.473371531080375,828.8204158566903,2,10.2,14.9,62.0,WE10
0.14,60.06213379,2.152397156,14.49827594,1.893713355,200.4095873,1.756307602,305.15625,113.9824219,3.457246291575898,37.078628926520445,676.3396510828321,2,10.1,16.2,62.0,WE10
0.13,60.06213379,2.152397156,14.49827594,1.893713355,200.4095873,1.756307602,305.15625,113.9824219,4.045091366932858,36.81278235134863,832.020151310464,2,9.1,22.4,62.0,WE10
0.13,60.06213379,2.152397156,14.49827594,1.893713355,200.4095873,1.756307602,305.15625,113.9824219,3.759969120423402,36.849387043014445,729.7072264463981,2,9.8,18.2,62.0,WE10
0.14,59.99935913,2.139270782,14.49347578,1.897741675,199.8765466,1.754993439,279.9536133,113.9067383,4.0083134067936586,36.42341951386783,786.1843074487041,2,10.2,14.0,62.0,WE10
0.14,60.03790283,2.104995728,14.48438407,1.896734595,200.0891525,1.777511597,310.9082031,113.9375,3.5263795739968704,37.39134783892544,762.5614077844233,2,10.1,14.0,62.0,WE10
0.13,60.03790283,2.104995728,14.48438407,1.896734595,200.0891525,1.777511597,310.9082031,113.9375,3.599135188622436,38.91297208885473,809.3923717020411,2,9.8,15.2,62.0,WE10
0.13,60.03790283,2.104995728,14.48438407,1.896734595,200.0891525,1.777511597,310.9082031,113.9375,4.106237463673611,38.99051822569184,807.4991759441814,2,10.1,14.8,62.0,WE10
0.13,59.98400879,2.123332977,14.56220395,1.894921899,200.3597419,1.764408112,310.0756836,113.8925171,4.45,38.71125011465289,800.2419577746886,2,9.6,15.7,62.0,WE10
0.14,59.98400879,2.123332977,14.56220395,1.894921899,200.3597419,1.764408112,310.0756836,113.8925171,3.434897338363154,39.62267248814244,860.3610790743423,2,9.8,19.4,62.0,WE10
0.14,59.98400879,2.123332977,14.56220395,1.894921899,200.3597419,1.764408112,310.0756836,113.8925171,4.248174722043793,38.90805343575239,808.8785892477775,2,9.9,16.9,62.0,WE10
0.13,59.98400879,2.123332977,14.56220395,1.894921899,200.3597419,1.764408112,310.0756836,113.8925171,4.414382360259998,38.67028667640064,732.8119109837371,4,9.3,17.8,61.4,WE20
0.13,60.02502441,2.163173676,14.5427172,1.898547411,199.2000731,1.768280029,299.1772461,113.8587036,4.132527197938346,38.79579958295094,731.5021428657267,4,9.8,17.2,61.4,WE20
0.13,60.02502441,2.163173676,14.5427172,1.898547411,199.2000731,1.768280029,299.1772461,113.8587036,3.621402130803141,38.3619174505252,846.0435085399808,4,9.8,17.9,61.4,WE20
0.14,60.02502441,2.163173676,14.5427172,1.898547411,199.2000731,1.768280029,299.1772461,113.8587036,4.156464707246273,37.733992494240965,774.098696111678,2,9.9,17.3,62.0,WE10
0.14,60.02502441,2.163173676,14.5427172,1.898547411,199.2000731,1.768280029,299.1772461,113.8587036,4.01420934710228,35.63994608814985,738.5964962689079,2,10.1,14.0,62.0,WE10
0.13,59.96507263,2.189689636,14.56255364,1.895727515,200.0637212,1.760671616,309.8486328,113.9146118,4.45,41.59389211340884,749.1376710960785,4,9.7,18.0,61.4,WE20
0.13,60.01858521,2.135513306,14.56757632,1.895727515,200.006755,1.760023117,332.9321289,113.906311,4.180858052000024,36.54433656365389,857.4714677146587,4,9.3,19.3,61.3,WE20
0.14,60.01858521,2.135513306,14.56757632,1.895727515,200.006755,1.760023117,332.9321289,113.906311,3.5112704339458167,37.68975757686325,776.8303001492097,2,10.1,16.1,62.0,WE10
0.13,59.9593811,2.14702034,14.54888429,1.894720435,199.9543665,1.748435974,267.2387695,113.8534546,3.7260492564958896,36.74633987994124,759.6437579292032,2,10.0,15.2,62.0,WE10
0.13,59.96290588,2.149810791,14.55343014,1.894519091,199.5667929,1.756084442,317.9467773,113.9345703,3.543742554192217,37.60971224122888,775.6469553178629,4,9.4,19.3,61.3,WE20
0.13,59.96290588,2.149810791,14.55343014,1.894519091,199.5667929,1.756084442,317.9467773,113.9345703,4.251154870434876,36.55124796553486,729.3295801691604,4,9.3,18.1,61.3,WE20
0.13,59.93241882,2.160573959,14.57835285,1.897943139,200.5504769,1.761871338,308.1079102,113.9216919,4.45,32.85285434036882,802.7267769408505,2,9.6,16.4,62.0,WE10
0.13,59.95956421,2.153974533,14.5523811,1.893914819,200.5916757,1.766799927,310.9082031,113.9641724,3.6587967060579993,39.723776615905365,796.8645023905276,2,10.2,14.9,62.0,WE10
0.13,59.95956421,2.153974533,14.5523811,1.893914819,200.5916757,1.766799927,310.9082031,113.9641724,4.075838848889843,37.53669184751767,717.3615614637672,4,9.6,16.6,61.3,WE20
0.13,59.9800415,2.163921356,14.57237649,1.895123243,199.5540773,1.754608154,305.6860352,113.9356689,4.033187276339972,40.7243035835464,895.7233808840913,2,9.5,19.4,62.0,WE10
0.13,60.05012512,2.168371201,14.55228573,1.895928979,200.1873175,1.765779495,294.3334961,113.8291016,4.09311536684704,37.436830381040025,797.7077545431632,4,9.6,17.6,61.3,WE20
0.13,60.05012512,2.168371201,14.55228573,1.895928979,200.1873175,1.765779495,294.3334961,113.8291016,3.8832193765777,36.3622452264213,933.87,4,9.2,15.9,61.3,WE20
0.13,60.57470703,2.18519783,14.63121823,1.993817091,201.0438448,1.770799637,336.1865234,114.2218628,3.950031682751158,37.25172859053136,883.8475237069632,2,10.1,12.9,62.0,WE10
0.13,60.33676147,2.158514023,14.65556874,2.000061035,201.0062064,1.739053726,343.6791992,113.8878174,4.129374307756873,39.21895402032863,723.1604111891114,4,9.3,21.1,61.4,WE20
0.13,60.33676147,2.158514023,14.65556874,2.000061035,201.0062064,1.739053726,343.6791992,113.8878174,3.5990350341972177,38.62087775712236,812.9649013619945,2,10.3,14.0,62.0,WE10
0.13,60.41827393,2.149030685,14.61347988,2.003887892,200.3750007,1.779022217,333.5375977,113.9365845,3.763291944584712,34.67818587281362,867.07403891026,4,9.6,17.1,61.4,WE20
0.13,60.41827393,2.149030685,14.61347988,2.003887892,200.3750007,1.779022217,333.5375977,113.9365845,3.569442844504681,39.96304059582611,776.1998179832123,4,9.6,18.7,61.4,WE20
0.13,60.41827393,2.149030685,14.61347988,2.003887892,200.3750007,1.779022217,333.5375977,113.9365845,4.055749875449295,39.261979925480965,734.5850282587561,2,9.9,13.3,62.0,WE10
0.13,59.74159241,2.130313873,14.61141358,2.002075195,199.5306804,1.757461548,278.5913086,114.0046387,4.017853498653574,37.4527198434605,802.4296000742369,4,9.8,19.6,61.4,WE20
0.13,59.7802887,2.145647049,14.56503319,2.003485203,200.2071539,1.753463745,313.9355469,113.3953857,4.2085249736242405,39.73752054529656,760.9470720459402,2,9.9,13.8,62.0,WE10
0.13,59.93757629,2.15426445,14.56798958,2.002679348,199.8943485,1.761697769,292.3657227,113.4064331,3.7552915447629274,39.7927496967047,749.6723263493474,2,9.4,15.0,62.0,WE10
0.13,59.93757629,2.15426445,14.56798958,2.002679348,199.8943485,1.761697769,292.3657227,113.4064331,3.823823768373672,38.06618601743378,895.274824790622,2,8.7,17.2,62.0,WE10
0.13,59.93757629,2.15426445,14.56798958,2.002679348,199.8943485,1.761697769,292.3657227,113.4064331,4.315606245477627,39.68123235093063,858.3801025987051,2,10.0,15.1,62.0,WE10
0.13,59.93757629,2.15426445,14.56798958,2.002679348,199.8943485,1.761697769,292.3657227,113.4064331,3.4440148391883443,37.43440485504279,750.3476684603048,2,9.5,17.5,62.0,WE10
0.14,60.22618103,2.141313553,14.58874791,2.002276659,200.4228116,1.76125145,317.4169922,113.3892212,3.826232960993829,37.85111714844104,775.9429140759312,2,9.2,16.3,62.0,WE10
0.14,60.22618103,2.141313553,14.58874791,2.002276659,200.4228116,1.76125145,317.4169922,113.3892212,3.410088997241973,38.81093879824738,898.5543066044931,2,9.2,18.3,62.0,WE10
0.13,60.22618103,2.141313553,14.58874791,2.002276659,200.4228116,1.76125145,317.4169922,113.3892212,4.0918596761305945,36.36049257167283,813.5238621885932,2,9.5,16.7,62.0,WE10
